原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析
372,m_txt_359,choice_text,於郊區道路行車，發現有人牽牲畜橫越馬路時，應,大鳴喇叭促使快速通過,急加速搶在牲畜前通過,減速慢行，待其通過後再前進,3,,郊區道路遇牲畜橫越，應減速慢行待其通過後再前進
373,m_txt_360,choice_text,騎乘山路時身體動作要領，右手主控車輛控制油門，保持後輪推力方式過彎：,在彎道前應移動臀部，利用身體與車輛同方向前傾,左彎放鬆左肩、左手肘、左手腕；右彎放鬆右肩、右手肘、右手腕,以上皆是,3,,騎乘山路過彎時，身體動作要領包含臀部移動及手臂放鬆
374,m_txt_361,choice_text,機車加裝防風手把套，可能會導致什麼危險？,如果沒有綁好，可能卡住油門，導致爆衝的危險,後方的超車車輛不小心會勾到手把套，可能摔車釀禍,以上皆是,3,,機車加裝防風手把套可能導致油門卡住或被勾到釀禍
375,m_txt_362,choice_text,機車騎士誤上國道時，以下何種應變方式不正確？,暫停於路肩安全處，並打通報電話求助,盡量跟上車流速度行駛於外側車道，在下一個交流道駛離國道,沿著路肩逆向行駛，趕緊駛離國道,3,,機車誤上國道應暫停路肩求助，逆向行駛是錯誤且危險的方式
376,m_txt_363,choice_text,騎車跟前車行到鐵路平交道前，應,減速慢行與前車保持更大距離,與平常一樣行駛,從旁加速超車通過,1,,行經平交道前應減速慢行，與前車保持更大距離
377,m_txt_364,choice_text,行駛中，駕駛人看到鐵路平交道標誌或標線後，應即將速度減低至時速,15 公里以下,30 公里以下,無規定,1,,看到平交道標誌標線後，應減速至時速 15 公里以下
378,m_txt_365,choice_text,駕駛人不遵守平交道看守人員指示，或警鈴已響、閃光號誌已顯示，或遮斷器開始放下，仍強行闖越，除罰鍰外，吊扣駕照 1 年並應接受道路交通安全講習，因而肇事者,吊扣駕駛執照,吊銷駕駛執照停考 1 年,吊銷駕駛執照終身不得考領,3,,強行闖越平交道肇事，將吊銷駕駛執照終身不得考領
379,m_txt_366,choice_text,駕駛人不遵守平交道看守人員指示，或警鈴已響、閃光號誌已顯示，或遮斷器開始放下，仍強行闖越，除罰鍰外,吊扣駕照,應接受道路交通安全講習,以上皆是,3,,強行闖越平交道，除罰鍰外，將吊扣駕照並接受道安講習
380,m_txt_367,choice_text,駕駛人闖越平交道因而肇事者，,罰鍰,吊銷駕照終身不得考領,以上皆是,3,,闖越平交道肇事，將處罰鍰並吊銷駕照終身不得考領
381,m_txt_368,choice_text,駕駛人在鐵路平交道上超車，迴車、倒車、臨時停車或停車，,"處新臺幣 15,000 元以上 90,000 元以下罰鍰，並吊扣其駕駛執照",因而肇事者並吊銷其駕駛執照,以上皆是,3,,在平交道上超車、停車等行為，將處罰鍰、吊扣駕照，肇事則吊銷
382,m_txt_369,choice_text,發現鐵路平交道有故障車輛停滯時，應,立即按下平交道「緊急按鈕」,撥打鐵路緊急聯絡電話 1933,以上皆是,3,,平交道遇故障車輛，應立即按緊急按鈕並撥打鐵路緊急電話 1933
383,m_txt_370,choice_text,鐵路平交道設有遮斷器或看守人員管理，如看守人員未表示停止時，,仍應看、聽鐵路兩方無火車駛來時，始得通過,緊跟前車，加速通過,把握時機，加速通過,1,,即使看守人員未表示停止，通過平交道仍應看、聽確認無火車
384,m_txt_371,choice_text,鐵路平交道設有遮斷器或看守人員管理，如遮斷器未放下，,應把握時間快速通過,緊跟前車，加速通過,仍應看、聽鐵路兩方無火車駛來時，始得通過,3,,遮斷器未放下時，通過平交道仍應看、聽確認無火車
385,m_txt_372,choice_text,鐵路平交道設有警鈴、閃光號誌者，如警鈴未響、閃光號誌未顯示，,仍應看、聽鐵路兩方無火車駛來時，始得通過,緊跟前車，加速通過,把握時機，加速通過,1,,警鈴閃光號誌未作動，通過平交道仍應看、聽確認無火車
386,m_txt_373,choice_text,在鐵路平交道上,不得停車,不得迴車,以上皆是,3,,在鐵路平交道上，不得停車或迴車
387,m_txt_374,choice_text,騎乘機車經過平交道時應：,緊跟前車,與前車保持適當距離,加速通過,2,,騎乘機車經過平交道時，應與前車保持適當距離
388,m_txt_375,choice_text,按平交道旁機柱上之紅色緊急按鈕，順序為：,一、推、二、按、三、跑,一、跑、二、推、三、按,一、按、二、推、三、跑,3,,平交道緊急按鈕操作順序為：一按、二推、三跑
389,m_txt_376,choice_text,依據《強制汽車責任保險法》規定，投保義務人未投保強制汽車責任保險而肇事時，下列敘述何者正確？,僅處罰鍰，不扣留車輛牌照,處罰鍰，並扣留車輛牌照至依規定投保後發還,僅扣留車輛牌照，不處罰鍰,1,,考點為《強制汽車責任保險法》未投保強制險而肇事時，依法僅處以罰鍰，並不會扣留車輛牌照
390,m_txt_377,choice_text,強制汽車責任保險法規定的給付項目有,生命身體的傷害給付,事故車輛財產損失給付,車輛失竊損失給付,1,,強制汽車責任保險僅提供生命身體的傷害給付，不含財產損失或車輛失竊
391,m_txt_378,choice_text,機車有投保強制汽車責任保險，駕駛人酒後騎車載友人回家，行駛彎道過快不慎撞擊電線桿，兩人都受傷可否申請保險金？,兩人都可以申請,兩人都不可以申請,乘客可以申請,3,,強制汽車責任保險保障受害人，駕駛人酒駕屬故意行為無法申請，但無過失乘客仍可申請理賠
392,m_txt_379,choice_text,甲、乙騎車發生追撞並受傷，經鑑定甲有過失，乙無過失甲、乙是否都可以申請強制汽車責任保險理賠？,兩人都可以申請,兩人都不可以申請,乙可以申請,1,,強制汽車責任保險不論肇事責任歸屬，只要發生事故造成生命身體受損，雙方駕駛及乘客皆可申請
393,m_txt_380,choice_text,甲、乙騎車發生追撞並受傷，經鑑定甲有酒後騎車情形，乙無過失甲、乙是否都可以申請強制汽車責任保險理賠？,兩人都可以申請,兩人都不可以申請,乙可以申請,3,,強制汽車責任保險保障受害人，甲酒駕無法申請，但乙無過失仍可依規定申請理賠
394,m_txt_381,choice_text,於颱風天外出，遭遇山崩、土石流，駕駛人順利逃離，同車乘客受重傷，誰可要求強制汽車責任險理賠？,駕駛人,同車乘客,以上皆是,2,,強制汽車責任保險保障因交通事故受傷的乘客，駕駛人則需另投保其他險種
395,m_txt_382,choice_text,強制汽車責任保險法規定的給付項目有,傷害醫療及殘廢給付,死亡給付,以上皆是,3,,強制汽車責任保險的給付項目包含傷害醫療、殘廢給付及死亡給付
396,m_txt_383,choice_text,購買機車，依規定必須投保哪種車輛保險？,強制汽車責任險,強制駕駛人壽險,強制汽車損失險,1,,購買機車依規定必須投保「強制汽車責任保險」，以保障事故受害人生命身體的損失
397,m_txt_384,choice_text,依規定需強制投保「強制汽車責任保險」之車輛為那些？,腳踏車,機車及汽車,以上皆是,2,,依規定所有汽、機車都必須強制投保「強制汽車責任保險」
398,m_txt_385,choice_text,環保駕駛對個人的好處有哪些？甲、減少汽油消耗 乙、增進交通安全 丙、減少車輛維修成本 丁、降低駕駛者及乘客搭乘壓力,甲、乙、丙、丁,甲、乙,丙、丁,1,,環保駕駛能減少油耗、增進交通安全、降低維修成本並減少駕駛壓力，有多重益處
399,m_txt_386,choice_text,下列何種駕駛行為，可以減少車輛維修成本？,經常急加油加速,定速行駛,經常急煞車減速,2,,定速行駛能減少引擎負荷與煞車頻率，降低機件磨損，進而減少車輛維修成本
400,m_txt_387,choice_text,胎壓不足、載重越重等耗油的主要因素為？,輪胎與地面的磨擦阻力增加,油門控制不當,暖車較久,1,,胎壓不足、載重越重都會增加輪胎與地面的磨擦阻力，導致引擎消耗更多動力增加油耗
401,m_txt_388,choice_text,車輛啟動時，環保駕駛的動作不包括下列何者？,暖車 3-5 分鐘,緩慢地加速，5 秒中達到時速 20 公里,引擎發動後輕加油門行駛,1,,現代車輛無需長時間暖車，引擎發動後輕踩油門緩慢行駛即可長時間暖車反而耗油
402,m_txt_389,choice_text,下列何者不是環保駕駛的好處？,增加行車時間,降低二氧化碳的排放量,減少汽油消耗,1,,環保駕駛目的在節能減碳與安全，並不會增加行車時間，反而可能因順暢駕駛而提升效率
403,m_txt_390,choice_text,雨天騎乘機車行經標線、人孔蓋或鐵板路面時，應如何操控車輛？,快速通過以減少輪胎在濕滑處停留時間,避免在上方急煞或急轉彎，儘量直線減速通過,標線與人孔蓋設計有防滑功能，正常騎乘即可,2,,雨天行經標線、人孔蓋等濕滑處，應避免急煞或急轉彎，保持直線慢速通過以防打滑
404,m_txt_391,choice_text,騎乘機車行經學校、醫院等行人較多區域時，下列何種騎乘方式最適當？,行人應注意來車，騎士依正常速度通過即可,減速慢行並隨時注意兩側，預判行人可能突然穿越,按喇叭提醒行人注意後快速通過,2,,行經行人多的區域，應減速慢行並提高警覺，預判行人動向，以確保安全
448,m_txt_392,choice_text,機車進入單一車道依道路線型行駛，因其於單一無分岔車道行駛，依路面箭頭標線指向轉彎時，關於方向燈之使用，下列敘述何者正確？,既屬轉彎行為，就應使用方向燈,為提醒後車轉彎通行，應使用方向燈,於單一車道依道路線型行駛且無變換車道，無須使用方向燈,3,,在單一車道內依道路線型行駛，且未變換車道時，不需打方向燈，因為這並非傳統意義上的轉彎或變換車道
449,m_txt_393,choice_text,機車於號誌轉為紅燈前已通過停止線進入路口，因橫向車流阻隔停等於路口內，紅燈期間俟車流空隙穿越至銜接路段，下列敘述何者正確？,紅燈期間穿越路口，視為闖紅燈,綠燈時已進入路口，臨時停車於路口致阻礙交通，仍屬違規行為,應依闖紅燈及不遵守標線指示併罰,2,,即使綠燈時進入路口，若因車流阻礙而停等於路口內，造成交通阻塞，仍屬臨時停車於交叉路口之違規行為
450,m_txt_394,choice_text,機車駕駛人於紅燈期間，以牽引方式通過停止線或號誌管制路口後繼續騎乘機車，此行為應如何認定？,以牽引方式視同行人，無違規,行為人視同闖紅燈,僅違反不遵守標線指示，非屬闖紅燈,2,,機車駕駛人即使以牽引方式於紅燈期間通過停止線或路口，隨後仍騎乘機車，此行為仍視同闖紅燈
451,m_txt_395,choice_text,機車行駛於設有機慢車左轉待轉區之路口，於號誌為紅燈時跨越停止線行駛至待轉區內停等，下列敘述何者正確？,待轉區係供機車合法停等，無違規,因需跨越停止線及行人穿越道，視同違規行為,僅違反不依規定兩段式左轉,2,,紅燈時跨越停止線進入待轉區是違規行為待轉區是在綠燈或依號誌指示下進入停等，而非紅燈時違規穿越
452,m_txt_396,choice_text,機車駕駛人於道路上使用香菸或電子煙，煙霧飄散影響周遭駕駛人，關於舉發依據，下列敘述何者正確？,電子煙非屬菸酒管理法及菸害防制法規定之菸品，不得舉發,如致有影響他人行車安全，可依道路交通管理處罰條例第 31 條之 1 第 3 項舉發,僅能依菸害防制法處以罰鍰,2,,駕駛人使用香菸或電子煙，若煙霧飄散影響他人行車安全，可依《道路交通管理處罰條例》相關規定舉發
453,m_txt_397,choice_text,巷道與其臨近之道路系統形成交叉路口，關於該路口十公尺內臨時停車之規定，下列敘述何者正確？,巷道非屬道路交通管理處罰條例所稱之道路，不適用該規定,交叉路口十公尺內不得臨時停車,巷道口僅適用五公尺內禁止臨時停車之規定,2,,依規定，在交叉路口、公共汽車招呼站 10 公尺內，以及消防栓 5 公尺內，均不得臨時停車
454,m_txt_398,choice_text,該路口未劃設左彎待轉區，機車行駛於左轉專用車道，當直行箭頭綠燈亮起時超越停止線進入路口內停等左轉，此行為應如何認定？,依直行號誌合法進入路口停等，無違規,違反轉彎時不依標線、號誌指示之規定,視同闖紅燈，應依處罰條例第 53 條舉發,2,,左轉車輛應依左轉箭頭綠燈指示轉彎若在直行箭頭綠燈時超越停止線進入路口停等左轉，屬不依號誌指示行駛
455,m_txt_399,choice_text,機車駕駛人熄火以牽引機車方式進入人行道並停放於機車停車格內，此行為應如何認定？,視同機車駕駛人，構成駕車行駛人行道違規,駕駛行為已中止，視同行人，無違規,僅違反未遵守標線指示,2,,機車熄火以牽引方式移動，其駕駛行為已中止，此時視同行人，進入人行道停放於停車格內無違規
456,m_txt_400,choice_text,機車可正常行駛無故障，駕駛人牽引機車在車道上移動時，應遵守下列何種規定？,視為機車駕駛行為，必須遵守相關管制規定,視為行人行為，並受行人相關管制規定,機車未熄火正常情形下，可在道路上牽引車輛,1,,機車可正常行駛時，駕駛人於車道上牽引機車移動，仍視為機車駕駛行為，需遵守車輛相關管制規定
457,m_txt_401,choice_text,機車駕駛人因違反道路交通管理處罰條例規定，1 年內經記違規點數滿 12 點者，應予何種處分？,吊銷其駕駛執照，且 1 年內不得重新考領,吊扣其駕駛執照 2 個月，並應接受道安講習,處新臺幣 600 元罰鍰，並施以道路交通安全講習,2,,駕駛人 1 年內違規記點滿 12 點，將被吊扣駕照 2 個月，並須接受道路交通安全講習
458,m_txt_402,choice_text,機車駕駛執照經公路監理機關註銷後，駕駛人如欲重新取得機車駕駛資格，下列敘述何者正確？,向監理機關申請補發駕照並繳納規費後，即可恢復駕駛資格,須重新報考筆試及路考，通過考驗後方可領取駕照,完成道路交通安全講習並經監理機關審核通過後，得申請恢復原駕照效力,2,,駕照註銷後，欲重新取得駕駛資格，必須重新報考筆試及路考，並通過所有測驗才能領取新駕照
459,m_txt_403,choice_text,申請汽車駕駛執照考驗，不依規定或利用不正當手段報名參加應考者，如已領有駕照，應受下列何種處分？,吊銷駕照並終身不得再考領,僅予警告，不吊銷駕照,駕照由公路監理機關註銷並追繳之，並自查獲之日起五年內不得再行報考,3,,利用不正當手段報考駕照，即使已領證，駕照將被註銷並追繳，且五年內不得重新報考
460,m_txt_404,choice_text,機車駕駛執照經吊扣、註銷時，仍駕車者將受何種處罰？,不受處罰,僅記點、處分道安講習,處罰鍰並當場禁止駕駛、吊銷其駕照,3,,駕照吊扣或註銷期間仍駕車，將被處罰鍰，當場禁止駕駛，並吊銷其駕駛執照
461,m_txt_405,choice_text,依規定，未滿 18 歲駕駛人可否騎乘機車？,無論如何都不可以騎乘機車,無須任何證明即可騎乘機車,徵得監護人同意即可以騎乘機車,1,,依規定，考領機車駕照須年滿 18 歲因此，未滿 18 歲者無論如何均不得騎乘機車
462,m_txt_406,choice_text,中華民國 112 年 6 月 30 日起，新考領之汽車駕駛執照是否可以駕駛輕型機車？,可以，汽車駕照仍包含輕型機車的駕駛資格,不可以，新考領的汽車駕照已不再具備駕駛輕型機車之資格,須經過筆試，通過後方可駕駛輕型機車,2,,自 112 年 6 月 30 日起，新考領的汽車駕照已不再自動具備駕駛輕型機車的資格
463,m_txt_407,choice_text,考領輕型機車駕駛執照年齡限制，下列何者正確？,須年滿 18 歲，最高年齡不受限制,須年滿 16 歲，最高不得超過 70 歲,須年滿 18 歲，最高不得超過 75 歲,1,,依題目所述，考領輕型機車駕駛執照的年齡限制為須年滿 18 歲，且最高年齡不受限制
464,m_txt_408,choice_text,持有下列何種駕照者，得駕駛普通重型機車？,普通聯結車駕照,職業小型車駕照,大型重型機車駕照,3,,持有大型重型機車駕照者，因其資格等級更高，自然也具備駕駛普通重型機車的資格
465,m_txt_409,choice_text,駕駛人受吊扣駕照處分尚未期滿時，關於參加駕照考驗之規定，下列敘述何者正確？,吊扣處分期間不得報考任何駕照，須待處分期滿並領回原駕照後方可報考,吊扣處分僅限制駕駛行為，不影響報考其他類別駕照之資格,已完成繳納罰鍰及道路交通安全講習者，得於吊扣期間報考駕照,1,,駕照吊扣期間，駕駛人不得報考任何種類駕照必須待處分期滿並領回原駕照後，方可重新報考
466,m_txt_410,choice_text,未滿 14 歲之人，若違反道路交通管理處罰條例，處罰,法定代理人或監護人,父母親或兄弟姊妹,自己,1,,未滿 14 歲之人違反道路交通管理處罰條例，其罰鍰將處罰該違規行為的法定代理人或監護人
467,m_txt_411,choice_text,有關普通重型機車，下列敘述何者正確？,排氣量 50cc 以下,排氣量逾 50cc~250cc,排氣量逾 250cc,2,,普通重型機車的排氣量分類為逾 50cc 至 250cc 之間
468,m_txt_412,choice_text,汽缸總排氣量 50cc 以下之機車，屬於何種分類？,普通輕型機車,普通重型機車,大型重型機車,1,,汽缸總排氣量 50cc 以下的機車，依規定屬於普通輕型機車
469,m_txt_413,choice_text,汽缸總排氣量超過 250cc 之機車，在分類上屬於：,普通輕型機車,大型重型機車,普通重型機車,2,,汽缸總排氣量超過 250cc 的機車，在分類上歸屬於大型重型機車
470,m_txt_414,choice_text,機車報廢時，所有人應如何辦理？,只要將車輛棄置於公路監理機關即可,應向公路監理機關申請報廢，並需自費回報公路監理機關申請銷毀,應向公路監理機關申請報廢，並繳還牌照,3,,機車報廢時，車主應向公路監理機關申請報廢登記，並同時繳還機車牌照
471,m_txt_415,choice_text,遵守交通法令與秩序，與駕駛道德之間的關係為何？,遵守交通法令與秩序只屬於優良駕駛，與駕駛道德無關,遵守交通法令與秩序是駕駛道德的重要內容之一,駕駛道德僅與停讓行人有關，與法令秩序無關,2,,遵守交通法令與秩序是駕駛道德的核心要素之一，確保所有用路人的安全與順暢
472,m_txt_416,choice_text,機車申請牌照登記時，其車輛應經何種檢驗？,僅需提供車輛製造證明即可,需經公路監理機關檢驗合格,可自行將車輛送至民間修車廠檢驗,2,,機車申請牌照登記前，必須先經由公路監理機關進行車輛檢驗，確認合格後方可辦理
473,m_txt_417,choice_text,輕型機車在駕駛人座位後有固定座位，附載規定何者正確？,不得載人,得附載 1 人,無限制,2,,輕型機車若設有固定座位，且符合規定，則得附載一人
474,m_txt_418,choice_text,關於機車性能認識與行車安全之關係，下列敘述何者正確？,現代機車配備 ABS 等安全輔助系統，駕駛人無須深入了解車輛性能即可安全騎乘,了解機車煞車、轉向及動力等特性，有助於安全操作與因應突發狀況,機車性能知識屬於維修保養範疇，駕駛人僅需熟練操控技術即可確保行車安全,2,,充分了解機車的煞車、轉向與動力等性能特性，對於提升安全操作技巧及有效應對突發狀況至關重要
475,m_txt_419,choice_text,騎乘機車，關於車輛特性及煞車效果，下列敘述何者正確？,突然減速煞車才能知道機車性能及煞車效果,應該透過安全的騎乘瞭解機車及煞車性能,是否了解機車性能無關安全,2,,駕駛人應在安全的環境下，透過循序漸進的騎乘練習，逐步了解機車的操控特性與煞車效果
476,m_txt_420,choice_text,機車行駛中遇有車輛或行人突然自路側進入車道時，關於防禦駕駛之應對方式，下列敘述何者正確？,應立即鳴按喇叭警示對方注意，使其停止前進或退回路側,應迅速變換至鄰近車道閃避，以維持行車順暢並避免碰撞,應立即放慢速度並準備煞車，同時與對方保持適當安全間隔,3,,遇到路側有車輛或行人突然進入車道時，應立即減速並準備煞車，同時保持足夠的安全距離，避免碰撞
477,m_txt_421,choice_text,機車行駛中遭遇濃霧、大雨或路面砂石等特殊狀況時，關於安全駕駛之處置方式，下列敘述何者正確？,開啟頭燈並提高警覺後，得視路況熟悉程度維持正常速度行駛,跟隨前車行駛軌跡並保持安全距離，可維持與前車相同之速度通過,應開啟頭燈減速慢行並拉長跟車距離，必要時靠邊暫停待狀況改善後再行駛,3,,遇惡劣天候或路況時，應開啟頭燈，減速慢行並拉長跟車距離，必要時應靠邊暫停，待狀況改善後再行駛
478,m_txt_422,choice_text,機車行駛中遇道路施工路段時，關於通過方式，下列敘述何者正確？,應減速慢行並依施工路段指示標誌或引導人員指揮小心通過,施工路段已設置完善警示設施，得維持原速小心通過,施工現場有交通引導人員指揮時，依其指示方向行駛即可，無須特別減速,1,,行經道路施工路段時，務必減速慢行，並依循施工標誌指示或現場引導人員的指揮，小心通過
479,m_txt_423,choice_text,關於機車行駛中變換車道之規定，下列敘述何者錯誤？,變換車道前應先顯示方向燈，並注意前後左右有無車輛,道路交通順暢且與鄰車保持安全間距時，得變換車道以利行進,變換車道時不得驟然或任意變換，應讓直行車先行,2,,變換車道時，除了顯示方向燈和注意周遭車輛外，更重要的是應讓直行車先行，而非僅以交通順暢和間距來判斷是否可變換
480,m_txt_424,choice_text,機車駕駛執照經公路監理機關註銷後，關於駕駛機車之規定，下列敘述何者正確？,持有小型車以上駕照者，依規定仍得駕駛輕型機車,完成道路交通安全講習並繳清相關罰鍰後，即可恢復駕駛資格,不得駕駛任何種類之機車，須依規定重新考領駕照後方可駕駛,3,,機車駕照被註銷後，駕駛人不得駕駛任何種類機車，必須重新考領駕照並合格後才能再次駕駛
481,m_txt_425,choice_text,下列何者不是機車駕駛人在交岔路口轉彎前必要做的動作？,減速、禮讓,開亮頭燈,顯示方向燈,2,,交岔路口轉彎前應減速、禮讓並顯示方向燈，開亮頭燈並非轉彎前必要動作
482,m_txt_426,choice_text,行車管制號誌顯示紅燈時：,禁止通行,右轉車可以繼續通行,交通狀況許可時，可以左轉彎,1,,行車管制號誌紅燈表示禁止通行，所有車輛應停止在停止線後方，確保交通安全
483,m_txt_427,choice_text,騎機車駛近鐵路平交道，正好遮斷柵欄慢慢放下，前行很多機車，都加速搶先穿越，你應該怎麼辦：,馬上跟著前車搶先通過,停車看一邊確認沒有危險，再從柵欄下穿過去,停下來等火車通過了柵欄拉起後再通過,3,,鐵路平交道柵欄放下時，應立即停止於停止線前，等待火車通過、柵欄升起後方可通行，嚴禁搶越
484,m_txt_428,choice_text,駕駛人駕車行駛人行道，或經行人穿越道不依規定讓行人優先通行，因而致人受傷或死亡，依法應負刑事責任者加重其刑至,一倍,二倍,二分之一,3,,駕駛人行駛人行道或未禮讓行人致人傷亡，依《道路交通管理處罰條例》規定加重其刑至二分之一
485,m_txt_429,choice_text,機車駕駛人行經有燈光號誌管制之交岔路口闖紅燈，經當場舉發者，除罰鍰外，並予記違規點數,1 點,2 點,3 點,3,,機車駕駛人闖紅燈除罰鍰外，並會被記違規點數 3 點
486,m_txt_430,choice_text,駕駛機車有闖紅燈行為，經當場舉發之處罰是,"罰鍰新臺幣 1,200 元至 3,600 元",吊扣駕駛執照 1 個月,"罰鍰新臺幣 1,800 元至 5,400 元並記違規點數 3 點",3,,"機車闖紅燈處罰為罰鍰新臺幣 1,800 元至 5,400 元，並記違規點數 3 點"
487,m_txt_431,choice_text,行近行人穿越道時，,應減速慢行，遇有行人穿越，應暫停讓行人先行,鳴喇叭穿越通過,應加速通過,1,,行近行人穿越道時，應減速慢行，並暫停禮讓行人先行通過，保障行人安全
488,m_txt_432,choice_text,在鐵路平交道、交岔路口、快車道、行人穿越道,可以停車,可以臨時停車,不得臨時停車,3,,鐵路平交道、交岔路口、快車道、行人穿越道等區域，依法均不得臨時停車或停車
489,m_txt_433,choice_text,行人穿越道上,可以停車,不得臨時停車,無規定,2,,行人穿越道上嚴禁臨時停車或停車，以確保行人通行權益與安全
490,m_txt_434,choice_text,行駛至交岔路口，如未設標誌、標線或號誌劃分幹、支線道者，,多線道車應暫停讓少線道先行,少線道車應暫停讓多線道先行,以上皆可,2,,未設標誌、標線或號誌劃分幹、支線道時，少線道車應暫停讓多線道車先行
491,m_txt_435,choice_text,行駛至交岔路口，其左(右)轉彎時應距交岔路口多少公尺前顯示方向燈或手勢？,10 公尺,20 公尺,30 公尺,3,,左(右)轉彎應於距交岔路口 30 公尺前顯示方向燈或手勢，以提醒後方來車
492,m_txt_436,choice_text,行近未設行車管制號誌之行人穿越道前，應,加速通行,減速慢行,無規定,2,,行近未設行車管制號誌的行人穿越道前，應減速慢行，隨時準備停車禮讓行人
493,m_txt_437,choice_text,騎乘機車時，下列何種行為屬違規行為？,快接近交岔路口停止線前燈光號誌已轉為紅燈，趕緊加速通過,紅燈右轉,以上皆是,3,,紅燈時加速通過路口或紅燈右轉（除非有特別允許標示）皆屬違規行為
494,m_txt_438,choice_text,行至無號誌或號誌故障而無交通指揮人員指揮之交岔路口,支線道車應暫停讓幹線道車先行,幹線道車應暫停讓支線道車先行,以上均可,1,,無號誌或號誌故障路口，支線道車應暫停讓幹線道車先行
495,m_txt_439,choice_text,駕駛汽車行經行人穿越道有行人穿越時，不暫停讓行人先行通過者，處分為,罰鍰,吊扣駕照 1 個月,施以道路交通安全講習 1 小時,1,,未禮讓行人先行通過者，將處以罰鍰並可能施以道路交通安全講習
496,m_txt_440,choice_text,車身顏色變更需要向何者申請變更登記？,原購買機車廠商,監理機關,環保機關,2,,車身顏色變更屬於車輛異動，應向監理機關申請變更登記
497,m_txt_441,choice_text,行車遇有行人穿越時，下列何者不正確？,行近未設行車管制號誌之行人穿越道前，應減速慢行,行經行人穿越道，遇有行人穿越時，無論有無交通指揮人員指揮或號誌指示，均應暫停讓行人先行通過,未劃設行人穿越道之交岔路口，無需禮讓行人先行通過,3,,無論有無劃設行人穿越道，交岔路口應減速慢行並禮讓行人，確保行人安全
498,m_txt_442,choice_text,行經交岔路口，行車管制號誌為綠燈時，,通行權在我，應加速通過,應停車，再重新起步行駛通過,應減速並小心行駛通過,3,,綠燈時仍應減速並小心行駛通過路口，提防突發狀況或闖紅燈車輛
499,m_txt_443,choice_text,機車駕駛人行經無號誌交岔路口，何者非正確行為？,接近無號誌交岔路口時，減速慢行,同時抵達無號誌交岔路口時，幹道車輛優先通行,同時抵達無號誌交岔路口時，若兩車皆為直行，右方車讓左方車優先通行,3,,無號誌路口，若兩車皆直行且來自不同方向，應讓右方車先行，而非右方車讓左方車
500,m_txt_444,choice_text,機車駕駛人行經閃黃燈交岔路口,停車再開,減速慢行,僅供參考,2,,閃黃燈號誌表示「警告」，駕駛人應減速慢行並注意安全，確認無狀況再通過
501,m_txt_445,choice_text,機車駕駛人行經閃紅燈交岔路口，,停車再開,減速慢行,僅供參考,1,,閃紅燈號誌表示「停車再開」，駕駛人應先停止於停止線前，確認安全後再通行
502,m_txt_446,choice_text,交岔路口一方為閃黃燈、另一方為閃紅燈,閃紅燈者優先行駛,閃黃燈者優先行駛,左方車優先通行,2,,閃黃燈路口表示警告、減速慢行，閃紅燈路口表示停車再開；因此閃黃燈車輛有優先通行權
503,m_txt_447,choice_text,機車駕駛人行經交岔路口，黃燈亮起時已越行人穿越道，應,立即停車,退回機車停等區,繼續前進,3,,黃燈亮起時若已超越停止線或行人穿越道，應繼續前進通過，避免停留路口造成危險
504,m_txt_448,choice_text,騎乘機車在路口停等紅燈時，應,儘量避免停於快車道前,隨時從照後鏡觀察後方車輛動態,以上皆是,3,,停等紅燈時，應利用待轉區或靠路邊，並隨時注意後方來車動態，確保自身安全
505,m_txt_449,choice_text,機車行駛至有大眾捷運系統車輛共用通行，但聲光號誌故障而無交通指揮人員指揮之交岔路口時，駕駛人應,直接加速通過,暫停、看、聽兩方無大眾捷運系統車輛駛來，始得通過,按鳴喇叭通過,2,,輕軌共用路口，號誌故障無指揮時，駕駛應「停、看、聽」，確認無輕軌列車駛來後方可通行
506,m_txt_450,choice_text,機車行駛至大眾捷運系統車輛共用通行交岔路口，若聲光號誌故障而無交通指揮人員指揮時，駕駛人應,直接加速通過,按鳴喇叭通過,停、看、聽兩方無輕軌車輛駛來，始得通過,3,,輕軌共用路口，號誌故障無指揮時，駕駛應「停、看、聽」，確認無輕軌列車駛來後方可通行
507,m_txt_451,choice_text,下列哪種駕駛行為有誤？,輕軌軌道黃線區禁止停留並儘速通過,輕軌聲光號誌警示音聲響時，不用停看聽，趕快加速通過,行經輕軌捷運共用通行交岔路口時，要遵守交通號誌,2,,輕軌聲光警示音響起時，應立即停止並注意有無列車，嚴禁加速搶越
508,m_txt_452,choice_text,有關微型電動二輪車以下敘述何者正確？,擅自改裝微型電動二輪車，將處以罰鍰，並須改回原有規格,微型電動二輪車最大行駛速率為每小時 25 公里以下，若超速行駛，將處以罰鍰,以上皆是,3,,微型電動二輪車擅自改裝、超速行駛皆屬違規，將依法處罰並要求恢復原狀
535,m_txt_453,choice_text,關於闖紅燈之違規認定標準，下列敘述何者錯誤？,車輛於紅燈亮起後，車身超越停止線並足以妨害其他方向人車通行者，構成闖紅燈,車輛於紅燈亮起後，前輪超越停止線即已構成闖紅燈，不以車身完全越線為必要,車輛於紅燈亮起後，車身超越停止線，但實際上未妨害其他方向車輛通行者，不構成闖紅燈,2,,闖紅燈的認定是紅燈時車身超越停止線，或前輪超越停止線已足以妨害人車通行，而非單純前輪越線
